x,y,z,r,g,b
27700,3700,0,255,0,0
27700,6800,153,255,0,0
27700,16500,238,255,0,0
27700,24100,440,255,0,0
27700,24200,441,255,0,0
27700,24500,440,255,0,0
27700,27100,425,255,0,0
27700,29200,558,255,0,0
27800,400,0,255,0,0
27800,19800,212,255,0,0
27900,1000,0,255,0,0
27900,8600,145,255,0,0
27900,12200,594,255,0,0
27900,15800,258,255,0,0
27900,18400,210,255,0,0
27900,20800,290,255,0,0
27900,21200,290,255,0,0
27900,26800,422,255,0,0
28000,2400,3,255,0,0
28000,7000,152,255,0,0
28000,7800,150,255,0,0
28000,17000,233,255,0,0
28000,21900,248,255,0,0
28000,22600,287,255,0,0
28100,4100,0,255,0,0
28100,11600,622,255,0,0
28100,12000,619,255,0,0
28100,12500,592,255,0,0
28100,12800,594,255,0,0
28100,23700,420,255,0,0
28200,200,0,255,0,0
28200,8100,146,255,0,0
28200,8800,143,255,0,0
28200,15200,258,255,0,0
28200,17900,220,255,0,0
28200,23500,411,255,0,0
28300,1500,0,255,0,0
28300,7600,170,255,0,0
28300,12300,619,255,0,0
28300,20000,212,255,0,0
28300,20500,237,255,0,0
28300,21000,232,255,0,0
28300,22300,231,255,0,0
28400,4200,0,255,0,0
28400,19600,217,255,0,0
28500,2000,0,255,0,0
28500,2100,0,255,0,0
28500,12600,620,255,0,0
28500,17500,245,255,0,0
28500,19500,220,255,0,0
28600,6300,7,255,0,0
28600,9500,149,255,0,0
28600,23800,424,255,0,0
28600,24900,427,255,0,0
28600,26400,418,255,0,0
28600,29000,553,255,0,0
28700,4300,0,255,0,0
28700,5900,11,255,0,0
28700,8100,163,255,0,0
28700,8900,155,255,0,0
28700,11000,655,255,0,0
28700,13000,619,255,0,0
28700,23100,410,255,0,0
28700,24700,426,255,0,0
28800,2000,0,255,0,0
28800,8400,161,255,0,0
28800,15200,259,255,0,0
28800,20100,212,255,0,0
28800,23900,428,255,0,0
28800,24400,429,255,0,0
28800,27900,586,255,0,0
28900,6500,6,255,0,0
28900,19600,225,255,0,0
28900,23900,426,255,0,0
29000,23000,409,255,0,0
29000,24200,427,255,0,0
29000,25600,427,255,0,0
29000,29000,553,255,0,0
29100,200,0,255,0,0
29100,17300,240,255,0,0
29200,2200,0,255,0,0
29200,4200,0,255,0,0
29200,5800,10,255,0,0
29200,13100,622,255,0,0
29300,20800,208,255,0,0
29300,23100,408,255,0,0
29400,27900,587,255,0,0
29400,29000,554,255,0,0
29500,9800,205,255,0,0
29500,13000,615,255,0,0
29500,29800,524,255,0,0
29600,500,0,255,0,0
29600,3800,0,255,0,0
29600,20900,210,255,0,0
29700,2700,0,255,0,0
29800,2400,0,255,0,0
29800,3000,0,255,0,0
29800,5500,7,255,0,0
29800,10900,655,255,0,0
29800,17400,241,255,0,0
29800,29400,540,255,0,0
29900,900,0,255,0,0
29900,2500,0,255,0,0
29900,6800,176,255,0,0
29900,13000,621,255,0,0
29900,17000,242,255,0,0
29900,20900,213,255,0,0
29900,23100,408,255,0,0
29900,28400,586,255,0,0
29900,29800,529,255,0,0
