X,Y,Z,Red,Green,Blue,TreeType,RoadAttribute,Moisture,Roughness,Height,Slope
241882,179841,808,255,0,0,0,0.00392157,0.00784314,0.270588,808,0.524876
242212,175071,151,255,0,0,0,0,0.0666667,0.270588,151,0.589049
242332,176211,187,0,255,0,1,0.168627,0.00784314,0.27451,187,0.59288
242722,172281,446,255,0,0,0,0,0.0705882,0.266667,446,0.59288
243352,179241,745,0,255,0,1,0.00392157,0.00784314,0.270588,745,0.328526
243652,170331,483,255,0,0,0,0,0.054902,0.270588,483,0.59288
243652,175821,298,255,0,0,0,0,0.101961,0.278431,298,0.392699
244822,176091,299,255,0,0,0,0,0.105882,0.258824,299,0.264353
245032,174621,705,0,255,0,1,0.00392157,0.054902,0.262745,705,0.59288
245452,174651,755,255,0,0,0,0,0.0627451,0.266667,755,0.392699
245542,177801,1047,0,255,0,1,0,0.00392157,0.258824,1047,0.589049
245602,170451,303,0,255,0,1,0,0.0509804,0.258824,303,0.589049
245902,178911,749,0,255,0,1,0,0.00784314,0.196078,749,0.524876
245992,179061,751,255,0,0,0,0.00392157,0.00784314,0.258824,751,0.59288
246292,175131,303,255,0,0,0,0,0.113725,0.247059,303,0.59288
246682,175821,301,0,255,0,1,0,0.0980392,0.207843,301,0.392699
247372,169791,310,0,255,0,1,0.403922,0.0627451,0.270588,310,0.524876
247462,172281,305,0,255,0,1,0,0.0901961,0.215686,305,0.19635
247732,172011,302,255,0,0,0,0,0.0941176,0.196078,302,0.589049
247762,168981,243,0,255,0,1,0.00392157,0.0666667,0.2,243,0.392699
247792,172011,304,255,0,0,0,0,0.105882,0.211765,304,0.392699
250102,167541,173,255,0,0,0,0,0.133333,0.270588,173,0.524876
250372,167871,169,255,0,0,0,0.00392157,0.231373,0.27451,169,0.589049
250402,167601,169,255,0,0,0,0,0.0862745,0.270588,169,0.589049
250942,168861,165,0,255,0,1,0,0.0588235,0.180392,165,0.589049
251572,168441,168,0,255,0,1,0,0.0745098,0.270588,168,0.524876
251602,170571,172,0,255,0,1,0,0.184314,0.223529,172,0.589049
252952,169821,543,255,0,0,0,0,0.0470588,0.282353,543,0.460703
253972,171171,175,255,0,0,0,0,0.0784314,0.176471,175,0.589049
254362,169191,171,0,255,0,1,0.00392157,0.101961,0.262745,171,0.589049
254812,170061,179,255,0,0,0,0,0.207843,0.262745,179,0.524876
255892,166521,799,255,0,0,0,0.313725,0.0705882,0.254902,799,0.524876
255922,164271,274,255,0,0,0,0.486275,0.0705882,0.262745,274,0.589049
255952,164211,275,255,0,0,0,0.552941,0.0823529,0.262745,275,0.59288
256552,173241,1618,0,255,0,1,0.00392157,0.054902,0.258824,1618,0.392699
256792,172011,1050,0,255,0,1,0,0.0745098,0.243137,1050,0.589049
256912,173751,1639,0,255,0,1,0,0.0784314,0.278431,1639,0.524876
256972,174081,1636,0,255,0,1,0,0.0588235,0.27451,1636,0.59288
257152,174261,1652,255,0,0,0,0.00392157,0.0588235,0.25098,1652,0.589049
257872,174801,1664,0,255,0,1,0,0.0588235,0.211765,1664,0.589049
258322,170421,1459,255,0,0,0,0.00392157,0.0588235,0.243137,1459,0.460703
258622,179061,1872,0,255,0,1,0,0.00392157,0.266667,1872,0.59288
258772,160221,60,255,0,0,0,0,0.0588235,0.27451,60,0.589049
258802,161661,38,0,255,0,1,0.290196,0.0431373,0.352941,38,0.524876
258922,170451,1454,255,0,0,0,0,0.0784314,0.223529,1454,0.392699
259612,178371,1692,0,255,0,1,0.00392157,0.00392157,0.294118,1692,0.59288
259642,161631,38,0,255,0,1,0.00392157,0.0705882,0.290196,38,0.392699
259822,159891,46,0,255,0,1,0.00392157,0.0980392,0.286275,46,0.19635
260062,178191,1678,0,255,0,1,0.00392157,0.00392157,0.294118,1678,0.589049
261202,163311,1040,0,255,0,1,0.00392157,0.00392157,0.254902,1040,0.460703
262582,157851,32,0,255,0,1,0.380392,0.054902,0.258824,32,0.392699
262672,159471,252,0,255,0,1,0,0.0627451,0.266667,252,0.589049
262882,160521,444,255,0,0,0,0.027451,0.0431373,0.282353,444,0.524876
263152,155331,181,0,255,0,1,0.00392157,0.0705882,0.282353,181,0.524876
263302,154221,266,0,255,0,1,0.00392157,0.054902,0.258824,266,0.328526
265522,150861,28,255,0,0,0,0,0.12549,0.294118,28,0.59288
265552,150921,25,0,255,0,1,0,0.109804,0.294118,25,0.589049
265582,155211,604,255,0,0,0,0.286275,0.054902,0.266667,604,0.524876
265762,153981,514,0,255,0,1,0,0.0862745,0.278431,514,0.524876
266122,163941,1009,255,0,0,0,0,0.0627451,0.266667,1009,0.524876
266242,152721,114,0,255,0,1,0,0.623529,0.258824,114,0.59288
266512,166191,169,0,255,0,1,0,0.0666667,0.235294,169,0.524876
266812,168051,171,255,0,0,0,0,0.00784314,0.286275,171,0.589049
267142,153891,237,255,0,0,0,0.0156863,0.0509804,0.266667,237,0.524876
267292,167841,166,255,0,0,0,0.00392157,0.00784314,0.270588,166,0.524876
267472,167721,169,255,0,0,0,0.00392157,0.00784314,0.262745,169,0.524876
267952,171981,166,255,0,0,0,0.00392157,0.00784314,0.270588,166,0.589049
268102,171771,166,255,0,0,0,0.00392157,0.00784314,0.270588,166,0.524876
268132,171861,167,255,0,0,0,0.00392157,0.00784314,0.270588,167,0.589049
268432,172551,167,255,0,0,0,0.00392157,0.00784314,0.258824,167,0.589049
268462,170931,173,255,0,0,0,0.00392157,0.027451,0.254902,173,0.524876
268492,172011,171,0,255,0,1,0.00392157,0.00784314,0.270588,171,0.589049
268732,161181,1985,0,255,0,1,0.533333,0.168627,0.239216,1985,0.392699
268882,159141,1736,0,255,0,1,0.0509804,0.113725,0.247059,1736,0.524876
269182,158781,1722,0,255,0,1,0.00392157,0.0588235,0.25098,1722,0.589049
269842,172731,60,255,0,0,0,0,0.0627451,0.254902,60,0.589049
240112,173661,431,255,0,0,0,0,0.109804,0.254902,431,0.524876
240172,173211,414,0,255,0,1,0,0.0784314,0.247059,414,0.589049
240562,173871,431,255,0,0,0,0.00392157,0.0509804,0.270588,431,0.589049
241702,172731,300,255,0,0,0,0.215686,0.0823529,0.309804,300,0.19635
242062,169401,365,255,0,0,0,0.00392157,0.0705882,0.282353,365,0.460703
242182,174591,174,255,0,0,0,0,0.0705882,0.266667,174,0.132177
242272,171771,439,255,0,0,0,0.592157,0.0901961,0.282353,439,0.59288
242302,176151,186,0,255,0,1,0.6,0.00784314,0.270588,186,0.589049
242392,172431,443,255,0,0,0,0.584314,0.0666667,0.262745,443,0.392699
242782,170241,437,255,0,0,0,0.396078,0.0627451,0.278431,437,0.392699
243292,173811,480,0,255,0,1,0.556863,0.0588235,0.235294,480,0.59288
243652,175701,303,255,0,0,0,0.00392157,0.0941176,0.298039,303,0.392699
243862,171741,562,0,255,0,1,0,0.054902,0.239216,562,0.589049
244222,175551,303,0,255,0,1,0,0.0862745,0.282353,303,0.589049
244402,171831,541,255,0,0,0,0,0.054902,0.247059,541,0.589049
245512,170331,298,0,255,0,1,0.00392157,0.054902,0.262745,298,0.589049
245692,172311,712,255,0,0,0,0.478431,0.145098,0.266667,712,0.589049
245842,166881,764,0,255,0,1,0,0.0509804,0.254902,764,0.524876
246892,170031,285,255,0,0,0,0.529412,0.0666667,0.270588,285,0.589049
246952,169911,282,0,255,0,1,0,0.0627451,0.266667,282,0.589049
247102,169131,283,0,255,0,1,0,0.0627451,0.262745,283,0.589049
247312,171231,297,255,0,0,0,0,0.0666667,0.184314,297,0.392699
247552,167091,591,255,0,0,0,0.00392157,0.0588235,0.243137,591,0.524876
247852,167541,599,255,0,0,0,0.0431373,0.054902,0.254902,599,0.589049
250222,167001,171,255,0,0,0,0,0.0666667,0.270588,171,0.589049
251032,165441,30,255,0,0,0,0.101961,0.117647,0.254902,30,0.524876
251032,166521,30,0,255,0,1,0.517647,0.0705882,0.270588,30,0.589049
252022,170601,170,0,255,0,1,0,0.172549,0.254902,170,0.589049
253732,164031,89,0,255,0,1,0,0.184314,0.294118,89,0.589049
253972,164991,289,255,0,0,0,0,0.0470588,0.243137,289,0.328526
254242,169971,175,255,0,0,0,0.00392157,0.0941176,0.258824,175,0.59288
254752,169971,180,0,255,0,1,0,0.223529,0.266667,180,0.524876
256402,173421,1616,255,0,0,0,0.00392157,0.0470588,0.258824,1616,0.524876
256972,172131,1043,0,255,0,1,0,0.0745098,0.243137,1043,0.460703
257302,166521,943,255,0,0,0,0,0.0470588,0.243137,943,0.524876
258112,160701,34,0,255,0,1,0,0.0666667,0.286275,34,0.59288
258352,162141,25,0,255,0,1,0,0.0705882,0.329412,25,0.59288
258472,161961,34,255,0,0,0,0.121569,0.0627451,0.278431,34,0.589049
258532,170181,1458,255,0,0,0,0,0.0588235,0.258824,1458,0.524876
258952,161961,29,255,0,0,0,0.00392157,0.0627451,0.278431,29,0.59288
259102,163131,396,0,255,0,1,0.00392157,0.00392157,0.254902,396,0.589049
260122,161271,37,0,255,0,1,0.580392,0.0745098,0.286275,37,0.524876
260182,162021,27,0,255,0,1,0.00392157,0.054902,0.262745,27,0.589049
261622,158811,28,0,255,0,1,0,0.0588235,0.282353,28,0.19635
262462,154881,148,255,0,0,0,0.00392157,0.0509804,0.270588,148,0.328526
262462,158151,31,255,0,0,0,0,0.0784314,0.262745,31,0.589049
262582,154881,155,0,255,0,1,0.00392157,0.0509804,0.270588,155,0.59288
263002,160641,439,255,0,0,0,0.00392157,0.0431373,0.286275,439,0.59288
263452,163041,539,255,0,0,0,0,0.0862745,0.231373,539,0.392699
265612,151101,30,255,0,0,0,0,0.0588235,0.282353,30,0.460703
265672,163041,797,255,0,0,0,0.105882,0.101961,0.27451,797,0.460703
266602,167211,172,0,255,0,1,0.00392157,0.00784314,0.258824,172,0.589049
266632,165981,172,0,255,0,1,0,0.0745098,0.203922,172,0.392699
266632,166011,172,0,255,0,1,0,0.0705882,0.211765,172,0.524876
266692,156081,1003,0,255,0,1,0,0.227451,0.27451,1003,0.460703
266752,157221,1142,255,0,0,0,0,0.207843,0.270588,1142,0.59288
267052,154041,234,0,255,0,1,0.0117647,0.0470588,0.262745,234,0.524876
267232,154581,270,0,255,0,1,0.00392157,0.0745098,0.262745,270,0.392699
267472,167751,168,0,255,0,1,0.00392157,0.00784314,0.270588,168,0.589049
267532,168381,171,0,255,0,1,0.152941,0.00784314,0.270588,171,0.589049
267652,172281,172,0,255,0,1,0,0.0156863,0.266667,172,0.392699
267652,172341,175,255,0,0,0,0,0.0156863,0.254902,175,0.524876
267862,160731,1539,255,0,0,0,0,0.0588235,0.282353,1539,0.59288
267862,171081,174,255,0,0,0,0,0.00784314,0.231373,174,0.392699
267892,160461,1545,255,0,0,0,0,0.0666667,0.278431,1545,0.589049
268012,168231,177,0,255,0,1,0,0.0117647,0.188235,177,0.589049
268012,171741,166,255,0,0,0,0.00392157,0.00784314,0.270588,166,0.328526
268132,172101,173,255,0,0,0,0.00392157,0.00784314,0.270588,173,0.392699
268162,154701,430,255,0,0,0,0,0.356863,0.258824,430,0.59288
268312,154011,392,0,255,0,1,0,0.0705882,0.266667,392,0.524876
268342,172041,175,255,0,0,0,0.00392157,0.00784314,0.270588,175,0.589049
268432,158781,1720,0,255,0,1,0.0117647,0.054902,0.262745,1720,0.524876
268582,159561,1764,0,255,0,1,0,0.0941176,0.266667,1764,0.524876
268642,157791,1619,0,255,0,1,0.00392157,0.243137,0.262745,1619,0.524876
268882,171201,168,255,0,0,0,0.0117647,0.00784314,0.235294,168,0.392699
268882,172191,168,0,255,0,1,0.00392157,0.00784314,0.270588,168,0.392699
268912,173151,171,0,255,0,1,0,0.0431373,0.160784,171,0.589049
269002,158481,1717,0,255,0,1,0.00392157,0.054902,0.258824,1717,0.264353
269002,170781,177,0,255,0,1,0,0.0666667,0.239216,177,0.524876
269002,171501,165,255,0,0,0,0,0.00784314,0.239216,165,0.59288
269272,172011,166,255,0,0,0,0,0.00784314,0.231373,166,0.589049
241042,179931,760,255,0,0,0,0.00392157,0.00784314,0.270588,760,0.59288
241312,170331,309,0,255,0,1,0,0.176471,0.258824,309,0.528707
242302,171621,443,255,0,0,0,0.533333,0.0745098,0.290196,443,0.589049
242572,176811,291,0,255,0,1,0,0.00784314,0.231373,291,0.589049
242662,171981,439,0,255,0,1,0,0.0666667,0.286275,439,0.328526
242722,173601,439,0,255,0,1,0.560784,0.105882,0.243137,439,0.19635
242782,170151,434,255,0,0,0,0.0156863,0.0588235,0.278431,434,0.589049
242782,178161,673,255,0,0,0,0,0.00784314,0.137255,673,0.524876
243022,173931,436,0,255,0,1,0.145098,0.0588235,0.239216,436,0.524876
243592,173961,486,0,255,0,1,0,0.0823529,0.243137,486,0.524876
244462,169821,451,255,0,0,0,0.490196,0.0666667,0.258824,451,0.528707
244552,171801,544,0,255,0,1,0,0.0666667,0.286275,544,0.589049
244702,171951,538,0,255,0,1,0,0.054902,0.301961,538,0.524876
244792,172101,538,255,0,0,0,0,0.054902,0.301961,538,0.460703
244822,172101,539,0,255,0,1,0,0.054902,0.301961,539,0.328526
244942,179151,735,255,0,0,0,0.00392157,0.00784314,0.270588,735,0.589049
245212,174261,711,255,0,0,0,0.00392157,0.054902,0.262745,711,0.524876
245452,169581,295,255,0,0,0,0,0.0627451,0.266667,295,0.524876
245452,172641,709,255,0,0,0,0.00392157,0.0980392,0.278431,709,0.328526
245452,179361,787,255,0,0,0,0.00392157,0.00784314,0.270588,787,0.589049
245692,169821,293,0,255,0,1,0,0.0666667,0.270588,293,0.392699
245692,175251,304,0,255,0,1,0,0.0823529,0.266667,304,0.524876
247702,168411,220,255,0,0,0,0,0.0666667,0.247059,220,0.524876
247912,170961,286,0,255,0,1,0,0.0862745,0.270588,286,0.524876
251452,165111,28,255,0,0,0,0.32549,0.152941,0.258824,28,0.59288
252682,165981,78,0,255,0,1,0.415686,0.764706,0.262745,78,0.524876
252892,168621,309,255,0,0,0,0.141176,0.0901961,0.258824,309,0.524876
254362,168981,180,0,255,0,1,0,0.0901961,0.262745,180,0.589049
254422,168921,180,0,255,0,1,0,0.0862745,0.270588,180,0.589049
254932,167811,739,255,0,0,0,0.211765,0.164706,0.25098,739,0.589049
255232,165381,268,255,0,0,0,0,0.105882,0.258824,268,0.524876
255262,171831,1033,255,0,0,0,0.00392157,0.054902,0.258824,1033,0.524876
256612,173091,1618,255,0,0,0,0.00392157,0.0745098,0.254902,1618,0.589049
256612,173601,1620,0,255,0,1,0.00392157,0.0470588,0.290196,1620,0.328526
256822,174321,1653,255,0,0,0,0.00392157,0.0588235,0.25098,1653,0.589049
256942,169761,1241,0,255,0,1,0.513725,0.0705882,0.25098,1241,0.589049
257002,174021,1638,255,0,0,0,0,0.0588235,0.27451,1638,0.524876
257572,175041,1656,0,255,0,1,0,0.0588235,0.227451,1656,0.328526
258292,170421,1458,255,0,0,0,0.00392157,0.0588235,0.243137,1458,0.524876
258652,170601,1455,255,0,0,0,0.00392157,0.0588235,0.25098,1455,0.328526
259102,160041,31,0,255,0,1,0.352941,0.105882,0.27451,31,0.589049
259372,162081,37,255,0,0,0,0,0.0745098,0.301961,37,0.589049
259462,161091,27,255,0,0,0,0.196078,0.0901961,0.290196,27,0.589049
260722,159621,212,0,255,0,1,0,0.360784,0.247059,212,0.589049
261802,159591,252,255,0,0,0,0.00392157,0.054902,0.262745,252,0.524876
262822,160521,448,255,0,0,0,0.529412,0.0431373,0.286275,448,0.59288
266152,150861,62,0,255,0,1,0.00392157,0.0980392,0.278431,62,0.589049
266212,152691,113,0,255,0,1,0,0.556863,0.258824,113,0.524876
266302,152721,114,0,255,0,1,0,0.52549,0.254902,114,0.524876
266452,153291,170,0,255,0,1,0,0.176471,0.258824,170,0.589049
266482,166461,177,0,255,0,1,0,0.0313725,0.223529,177,0.524876
266662,165651,175,0,255,0,1,0,0.0823529,0.188235,175,0.59288
266782,167811,167,0,255,0,1,0.00392157,0.00784314,0.219608,167,0.589049
266812,160071,1572,255,0,0,0,0.00392157,0.0705882,0.282353,1572,0.524876
266962,167991,170,255,0,0,0,0.576471,0.00784314,0.270588,170,0.524876
267232,165891,166,0,255,0,1,0.376471,0.0117647,0.278431,166,0.589049
267322,168741,170,255,0,0,0,0.419608,0.00784314,0.239216,170,0.524876
267382,167631,169,255,0,0,0,0.00392157,0.00784314,0.258824,169,0.589049
267592,169131,166,0,255,0,1,0.439216,0.00784314,0.254902,166,0.524876
267592,172551,169,255,0,0,0,0,0.0470588,0.203922,169,0.589049
267802,168561,168,0,255,0,1,0.00392157,0.00784314,0.227451,168,0.392699
267832,168591,169,255,0,0,0,0,0.00392157,0.215686,169,0.59288
267952,169101,174,0,255,0,1,0,0.00784314,0.168627,174,0.524876
268042,160791,1548,0,255,0,1,0,0.0784314,0.27451,1548,0.524876
268672,171681,166,255,0,0,0,0.0196078,0.0117647,0.266667,166,0.392699
268762,172161,167,255,0,0,0,0.211765,0.00392157,0.270588,167,0.589049
269002,172971,169,0,255,0,1,0,0.00784314,0.168627,169,0.39653
269032,158541,1717,0,255,0,1,0.00392157,0.054902,0.258824,1717,0.524876
269542,170391,32,0,255,0,1,0,0.0823529,0.235294,32,0.589049
245242,172971,705,0,255,0,1,0.00392157,0.0745098,0.262745,705,0.460703
266662,170181,183,0,255,0,1,0.00392157,0.0431373,0.172549,183,0.392699
240202,174081,436,255,0,0,0,0,0.0666667,0.286275,436,0.589049
240622,169821,259,0,255,0,1,0,0.305882,0.254902,259,0.524876
242332,170121,417,0,255,0,1,0,0.254902,0.278431,417,0.392699
242542,173661,439,0,255,0,1,0,0.0627451,0.266667,439,0.392699
242662,175251,183,0,255,0,1,0,0.0862745,0.270588,183,0.589049
242782,173931,437,0,255,0,1,0,0.0666667,0.247059,437,0.589049
244432,170601,543,0,255,0,1,0,0.0627451,0.262745,543,0.524876
244462,172191,547,0,255,0,1,0,0.054902,0.247059,547,0.528707
244642,172041,541,0,255,0,1,0,0.054902,0.301961,541,0.589049
245122,174111,705,0,255,0,1,0,0.0627451,0.254902,705,0.392699
245632,170031,300,0,255,0,1,0,0.0705882,0.266667,300,0.589049
245752,169971,298,0,255,0,1,0,0.0666667,0.270588,298,0.59288
245782,167031,761,0,255,0,1,0.00392157,0.0509804,0.239216,761,0.524876
246022,167751,769,255,0,0,0,0.00392157,0.0509804,0.278431,769,0.460703
246232,175131,306,255,0,0,0,0,0.0980392,0.247059,306,0.59288
246442,173781,838,255,0,0,0,0.215686,0.0431373,0.282353,838,0.59288
248152,176901,1066,0,255,0,1,0,0.0509804,0.254902,1066,0.589049
248872,176271,1217,0,255,0,1,0,0.109804,0.262745,1217,0.460703
250402,167901,170,255,0,0,0,0,0.231373,0.262745,170,0.589049
250582,167481,171,0,255,0,1,0,0.0862745,0.270588,171,0.524876
251062,169221,176,255,0,0,0,0,0.0588235,0.211765,176,0.392699
254002,168351,179,255,0,0,0,0,0.0666667,0.278431,179,0.524876
254302,169371,171,0,255,0,1,0.00392157,0.0980392,0.270588,171,0.524876
254362,169251,174,255,0,0,0,0.00392157,0.101961,0.262745,174,0.589049
256342,175971,1697,0,255,0,1,0,0.00392157,0.227451,1697,0.460703
256612,171441,999,255,0,0,0,0,0.0941176,0.243137,999,0.589049
256612,173301,1617,0,255,0,1,0,0.0627451,0.254902,1617,0.524876
256852,173931,1639,255,0,0,0,0,0.0627451,0.266667,1639,0.328526
257032,174111,1640,0,255,0,1,0,0.0627451,0.266667,1640,0.460703
257332,174621,1655,255,0,0,0,0.00392157,0.0588235,0.243137,1655,0
257392,174831,1665,0,255,0,1,0,0.0588235,0.227451,1665,0.524876
257482,174561,1655,255,0,0,0,0.00392157,0.0588235,0.25098,1655,0.59288
257722,174651,1655,0,255,0,1,0.00392157,0.0588235,0.243137,1655,0.589049
257872,160521,36,0,255,0,1,0,0.0666667,0.356863,36,0.589049
258112,163311,284,255,0,0,0,0.345098,0.0745098,0.247059,284,0.328526
258262,170211,1458,0,255,0,1,0.00392157,0.0588235,0.25098,1458,0.589049
258532,162171,33,255,0,0,0,0.00392157,0.0705882,0.282353,33,0.589049
258652,161871,34,255,0,0,0,0.00392157,0.0627451,0.278431,34,0.524876
259252,160461,30,255,0,0,0,0.494118,0.0627451,0.294118,30,0.589049
259432,159501,23,255,0,0,0,0.00392157,0.145098,0.278431,23,0.589049
259912,178161,1670,0,255,0,1,0.00392157,0.00392157,0.294118,1670,0.59288
261052,158901,24,255,0,0,0,0,0.0980392,0.247059,24,0.589049
261142,159591,211,0,255,0,1,0,0.0980392,0.247059,211,0.59288
262012,159441,249,255,0,0,0,0,0.0627451,0.266667,249,0.132177
262222,158661,34,255,0,0,0,0,0.0627451,0.266667,34,0.392699
262372,158241,32,255,0,0,0,0,0.0705882,0.258824,32,0.524876
262462,154701,175,255,0,0,0,0.00392157,0.0509804,0.270588,175,0.589049
263032,158301,30,255,0,0,0,0,0.0901961,0.25098,30,0.589049
263092,156441,135,255,0,0,0,0,0.0666667,0.286275,135,0.589049
263152,155961,140,0,255,0,1,0.0588235,0.0627451,0.286275,140,0.589049
263182,156471,137,0,255,0,1,0.243137,0.054902,0.27451,137,0.460703
265582,154791,575,255,0,0,0,0,0.0431373,0.262745,575,0.460703
266242,152691,113,0,255,0,1,0.00392157,0.541176,0.258824,113,0.392699
266302,153111,152,255,0,0,0,0,0.239216,0.258824,152,0.589049
266602,170481,176,0,255,0,1,0,0.14902,0.223529,176,0.589049
266692,166401,178,0,255,0,1,0,0.0352941,0.25098,178,0.524876
267232,160521,1566,255,0,0,0,0,0.0588235,0.282353,1566,0.589049
267322,167931,166,0,255,0,1,0.00392157,0.00784314,0.270588,166,0.589049
267592,159261,1408,255,0,0,0,0,0.0666667,0.278431,1408,0.524876
268252,172131,174,0,255,0,1,0.00392157,0.00784314,0.270588,174,0.19635
268282,172341,170,0,255,0,1,0.00392157,0.00784314,0.270588,170,0.524876
268342,159291,1749,0,255,0,1,0,0.0627451,0.266667,1749,0.589049
268402,170961,173,0,255,0,1,0,0.0196078,0.239216,173,0.392699
268402,171291,168,0,255,0,1,0.00392157,0.00784314,0.270588,168,0.524876
268792,167031,1956,0,255,0,1,0,0.00392157,0.227451,1956,0.392699
268852,158331,1705,0,255,0,1,0.329412,0.054902,0.25098,1705,0.264353
268882,172041,168,0,255,0,1,0.00392157,0.00784314,0.270588,168,0.392699
269212,171711,168,0,255,0,1,0.00392157,0.00784314,0.270588,168,0.524876
269272,172401,166,0,255,0,1,0,0.00784314,0.231373,166,0.589049
240352,176121,37,255,0,0,0,0.00392157,0.00784314,0.270588,37,0.589049
240382,174381,433,255,0,0,0,0.00392157,0.0509804,0.286275,433,0.19635
240382,174441,433,0,255,0,1,0,0.054902,0.278431,433,0.589049
240442,174261,435,255,0,0,0,0.00392157,0.0509804,0.286275,435,0.392699
240592,173811,434,0,255,0,1,0.00392157,0.0509804,0.270588,434,0.392699
242542,169431,359,0,255,0,1,0,0.113725,0.286275,359,0.460703
242602,175671,188,255,0,0,0,0.117647,0.0392157,0.270588,188,0.392699
242662,174051,439,255,0,0,0,0,0.0705882,0.258824,439,0.392699
244312,176031,295,0,255,0,1,0,0.105882,0.27451,295,0.19635
244402,171291,569,255,0,0,0,0,0.0862745,0.278431,569,0.460703
244822,179061,730,255,0,0,0,0.356863,0.00784314,0.266667,730,0.59288
244852,176091,298,255,0,0,0,0,0.105882,0.25098,298,0.59288
245242,173151,708,0,255,0,1,0.219608,0.0705882,0.262745,708,0.524876
245452,170091,304,255,0,0,0,0,0.0705882,0.266667,304,0.589049
245482,179331,788,255,0,0,0,0.00392157,0.00784314,0.270588,788,0.524876
245662,174351,759,255,0,0,0,0,0.0823529,0.258824,759,0.589049
245782,173151,745,255,0,0,0,0.0823529,0.054902,0.258824,745,0.524876
246292,173571,820,0,255,0,1,0.0117647,0.121569,0.278431,820,0.460703
246472,173661,839,255,0,0,0,0,0.0470588,0.27451,839,0.39653
246832,169851,277,0,255,0,1,0.00784314,0.0588235,0.266667,277,0.589049
246892,169791,277,255,0,0,0,0.180392,0.0627451,0.266667,277,0.589049
247042,169761,283,255,0,0,0,0.564706,0.0588235,0.270588,283,0.589049
247132,169101,284,0,255,0,1,0,0.0627451,0.262745,284,0.392699
247792,171771,301,0,255,0,1,0,0.101961,0.2,301,0.392699
248362,175551,1115,0,255,0,1,0,0.0588235,0.262745,1115,0.524876
250372,165981,30,255,0,0,0,0.533333,0.054902,0.239216,30,0.392699
251002,166071,29,255,0,0,0,0.231373,0.172549,0.262745,29,0.524876
251092,168921,164,255,0,0,0,0,0.0588235,0.211765,164,0.524876
251392,168411,169,0,255,0,1,0.45098,0.0666667,0.266667,169,0.524876
251542,167031,126,0,255,0,1,0.286275,0.121569,0.270588,126,0.589049
251572,168741,177,255,0,0,0,0,0.0666667,0.270588,177,0.392699
256102,168291,1017,0,255,0,1,0,0.0588235,0.282353,1017,0.524876
256162,171831,1015,0,255,0,1,0,0.109804,0.254902,1015,0.589049
256672,171921,1045,255,0,0,0,0,0.0745098,0.243137,1045,0.524876
256762,173901,1638,255,0,0,0,0,0.0470588,0.27451,1638,0.59288
256882,166491,901,0,255,0,1,0.00392157,0.0470588,0.258824,901,0.524876
257092,174771,1657,255,0,0,0,0.00392157,0.0627451,0.231373,1657,0.589049
257692,163401,273,255,0,0,0,0.478431,0.0627451,0.25098,273,0.392699
258112,161811,40,255,0,0,0,0.47451,0.0627451,0.32549,40,0.589049
258412,170091,1453,255,0,0,0,0,0.0588235,0.258824,1453,0.392699
258442,161871,28,255,0,0,0,0.380392,0.0627451,0.290196,28,0.524876
258982,179061,1805,0,255,0,1,0,0.00392157,0.258824,1805,0.460703
259402,159351,29,0,255,0,1,0.00392157,0.192157,0.278431,29,0.59288
259762,161751,30,0,255,0,1,0.00392157,0.0705882,0.290196,30,0.589049
259882,161811,32,255,0,0,0,0,0.0784314,0.286275,32,0.392699
260302,160401,38,255,0,0,0,0.00392157,0.113725,0.258824,38,0.524876
261292,159471,210,255,0,0,0,0,0.0862745,0.247059,210,0.524876
261352,158061,31,255,0,0,0,0.0156863,0.0588235,0.301961,31,0.589049
262102,158151,33,0,255,0,1,0,0.0588235,0.282353,33,0.460703
262582,154851,155,0,255,0,1,0.00392157,0.0509804,0.270588,155,0.524876
263122,156471,136,255,0,0,0,0,0.0666667,0.286275,136,0.460703
263392,161421,497,255,0,0,0,0.00392157,0.0980392,0.286275,497,0.59288
265882,160521,1860,0,255,0,1,0.541176,0.172549,0.266667,1860,0.589049
265912,151251,38,0,255,0,1,0,0.0823529,0.266667,38,0.589049
266092,170331,172,0,255,0,1,0,0.14902,0.294118,172,0.524876
266122,170451,176,255,0,0,0,0,0.184314,0.262745,176,0.524876
266272,150561,46,0,255,0,1,0,0.0588235,0.290196,46,0.589049
266602,167481,167,0,255,0,1,0.00392157,0.00784314,0.258824,167,0.392699
267142,167901,168,0,255,0,1,0.223529,0.00784314,0.270588,168,0.589049
267292,166461,179,0,255,0,1,0,0.027451,0.239216,179,0.524876
267352,168141,167,0,255,0,1,0.407843,0.00784314,0.266667,167,0.328526
267412,171651,172,255,0,0,0,0.00392157,0.0117647,0.235294,172,0.524876
267982,171771,167,255,0,0,0,0.00392157,0.00784314,0.270588,167,0.524876
268132,154641,429,0,255,0,1,0,0.309804,0.258824,429,0.328526
268162,172281,170,0,255,0,1,0.00392157,0.00784314,0.262745,170,0.392699
268282,172311,170,0,255,0,1,0.00392157,0.00784314,0.270588,170,0.392699
268642,170991,177,0,255,0,1,0,0.00784314,0.239216,177,0.524876
268792,155661,1161,255,0,0,0,0,0.101961,0.278431,1161,0.589049
269122,158811,1723,0,255,0,1,0.00392157,0.0588235,0.25098,1723,0.524876
269632,152331,601,0,255,0,1,0.298039,0.0627451,0.266667,601,0.460703
269752,173121,74,0,255,0,1,0,0.0666667,0.247059,74,0.589049
