X,Y,Z,Red,Green,Blue,TreeType,RoadAttribute,Moisture,Roughness,Height,Slope
243952,171681,549,0,255,0,1,0.423529,0.054902,0.243137,549,0.589049
244672,172101,537,0,255,0,1,0,0.054902,0.301961,537,0.59288
244912,176301,293,0,255,0,1,0,0.109804,0.254902,293,0.589049
245362,174291,740,255,0,0,0,0,0.0588235,0.290196,740,0.59288
245422,173541,708,0,255,0,1,0.0392157,0.0588235,0.27451,708,0.328526
245482,172131,711,255,0,0,0,0.513725,0.192157,0.278431,711,0.59288
245752,170271,300,255,0,0,0,0,0.0666667,0.270588,300,0.328526
245812,178161,1058,0,255,0,1,0,0.00392157,0.192157,1058,0.524876
246112,171351,790,0,255,0,1,0,0.0980392,0.254902,790,0.392699
246262,175551,300,0,255,0,1,0,0.0862745,0.247059,300,0.524876
246442,172311,809,0,255,0,1,0.00392157,0.054902,0.227451,809,0.524876
246472,170361,305,0,255,0,1,0,0.0862745,0.270588,305,0.524876
246892,169851,277,0,255,0,1,0,0.0627451,0.266667,277,0.524876
247132,169971,282,255,0,0,0,0,0.0627451,0.266667,282,0.528707
247732,168981,244,255,0,0,0,0,0.0588235,0.211765,244,0.59288
248332,175011,1314,0,255,0,1,0.384314,0.0588235,0.278431,1314,0.589049
249172,177651,1198,0,255,0,1,0.00392157,0.00784314,0.270588,1198,0.328526
250102,167511,173,0,255,0,1,0,0.12549,0.27451,173,0.59288
250402,167541,171,255,0,0,0,0,0.0862745,0.270588,171,0.524876
250552,167811,170,0,255,0,1,0,0.180392,0.270588,170,0.589049
250792,168921,167,0,255,0,1,0,0.184314,0.2,167,0.589049
251842,168801,176,0,255,0,1,0.00392157,0.0745098,0.270588,176,0.19635
253372,166851,130,0,255,0,1,0.0235294,0.164706,0.290196,130,0
254512,169431,172,0,255,0,1,0,0.129412,0.266667,172,0.589049
255232,170811,843,0,255,0,1,0,0.180392,0.243137,843,0.59288
255802,165411,256,255,0,0,0,0,0.286275,0.321569,256,0.589049
256252,171741,1012,0,255,0,1,0,0.0901961,0.25098,1012,0.589049
256282,171921,1019,255,0,0,0,0.00392157,0.0941176,0.258824,1019,0.59288
256612,173841,1628,0,255,0,1,0,0.0470588,0.27451,1628,0.589049
256672,174231,1636,0,255,0,1,0,0.0588235,0.258824,1636,0.524876
257002,165051,264,0,255,0,1,0,0.172549,0.262745,264,0.524876
257032,173751,1644,255,0,0,0,0,0.0627451,0.266667,1644,0.589049
257512,174561,1652,0,255,0,1,0.00392157,0.0588235,0.25098,1652,0.59288
258082,163281,287,255,0,0,0,0.00784314,0.0745098,0.247059,287,0.59288
258562,170061,1459,0,255,0,1,0,0.0627451,0.266667,1459,0.589049
259072,161661,29,255,0,0,0,0,0.0627451,0.305882,29,0.19635
259972,161841,35,0,255,0,1,0,0.0588235,0.290196,35,0.524876
261652,158871,27,255,0,0,0,0,0.0588235,0.282353,27,0.524876
261682,158871,28,0,255,0,1,0,0.0588235,0.290196,28,0.59288
261832,158211,26,0,255,0,1,0,0.0588235,0.290196,26,0.328526
262882,160581,444,255,0,0,0,0.231373,0.0431373,0.278431,444,0.59288
263002,160611,441,0,255,0,1,0.00392157,0.0431373,0.286275,441,0.524876
263182,155211,191,255,0,0,0,0,0.0823529,0.266667,191,0.589049
265702,151041,28,255,0,0,0,0,0.0588235,0.290196,28,0.59288
266812,166071,170,0,255,0,1,0.00392157,0.054902,0.262745,170,0.589049
267472,168351,170,0,255,0,1,0.552941,0.00784314,0.270588,170,0.589049
267502,171501,168,255,0,0,0,0,0.00784314,0.239216,168,0.392699
267952,171081,171,0,255,0,1,0.00392157,0.00784314,0.227451,171,0.524876
267952,171951,167,0,255,0,1,0.00392157,0.00784314,0.270588,167,0.392699
268132,172191,174,0,255,0,1,0.00392157,0.00784314,0.270588,174,0.589049
268552,170721,170,0,255,0,1,0,0.0352941,0.25098,170,0.392699
268762,172491,179,0,255,0,1,0.00392157,0.00784314,0.270588,179,0.589049
268822,158991,1737,0,255,0,1,0.333333,0.168627,0.247059,1737,0.59288
268972,158481,1719,0,255,0,1,0.00392157,0.054902,0.258824,1719,0.59288
269062,172941,167,0,255,0,1,0,0.0117647,0.188235,167,0.524876
269212,159141,1722,0,255,0,1,0,0.0705882,0.25098,1722,0.589049
256822,173811,1638,0,255,0,1,0,0.0588235,0.282353,1638,0.328526
240112,174081,433,255,0,0,0,0,0.0666667,0.286275,433,0.589049
240232,172221,348,255,0,0,0,0,0.054902,0.278431,348,0.589049
240442,173481,420,0,255,0,1,0,0.0627451,0.243137,420,0.524876
240682,173721,431,255,0,0,0,0,0.0509804,0.258824,431,0.524876
241012,179901,758,0,255,0,1,0.00392157,0.00784314,0.270588,758,0.39653
242692,172191,440,255,0,0,0,0,0.0666667,0.270588,440,0.328526
243022,170751,467,0,255,0,1,0.34902,0.168627,0.282353,467,0.39653
243862,179961,798,255,0,0,0,0.00392157,0.00784314,0.270588,798,0.392699
244222,175761,302,255,0,0,0,0,0.0823529,0.266667,302,0.460703
244672,171831,538,0,255,0,1,0,0.0627451,0.298039,538,0.524876
245182,173751,708,0,255,0,1,0.00392157,0.0666667,0.258824,708,0.39653
245392,170151,305,0,255,0,1,0,0.0784314,0.262745,305,0.59288
245422,167511,-100,0,255,0,1,0,0.0509804,0.215686,-100,0.589049
245422,178971,767,0,255,0,1,0.00392157,0.00784314,0.219608,767,0.524876
245542,177831,1046,0,255,0,1,0,0.00392157,0.258824,1046,0.524876
245692,176601,307,0,255,0,1,0,0.0588235,0.188235,307,0.460703
245902,166821,765,0,255,0,1,0,0.0509804,0.254902,765,0.589049
246142,174861,299,0,255,0,1,0,0.121569,0.235294,299,0.589049
247432,179421,1410,0,255,0,1,0,0.00392157,0.192157,1410,0.524876
247462,171351,299,0,255,0,1,0.00392157,0.0627451,0.176471,299,0.589049
247732,170481,280,255,0,0,0,0,0.0862745,0.270588,280,0.392699
250432,165951,32,255,0,0,0,0.0509804,0.0627451,0.262745,32,0.589049
250462,167811,169,0,255,0,1,0,0.188235,0.266667,169,0.589049
250672,167721,176,0,255,0,1,0,0.0862745,0.270588,176,0.524876
250672,168201,168,0,255,0,1,0.00392157,0.196078,0.25098,168,0.589049
251242,169101,167,0,255,0,1,0.00392157,0.0588235,0.25098,167,0.460703
251272,165081,30,0,255,0,1,0,0.235294,0.305882,30,0.39653
251332,168891,168,255,0,0,0,0,0.054902,0.294118,168,0.392699
251362,169071,171,255,0,0,0,0,0.0588235,0.258824,171,0.392699
251422,169011,172,0,255,0,1,0,0.0588235,0.27451,172,0.392699
251602,170271,175,255,0,0,0,0,0.101961,0.231373,175,0.392699
251812,168891,175,255,0,0,0,0,0.0745098,0.282353,175,0.392699
252172,170721,170,255,0,0,0,0,0.160784,0.215686,170,0.392699
252232,170691,171,255,0,0,0,0.00392157,0.160784,0.2,171,0.589049
252922,168231,266,0,255,0,1,0.372549,0.121569,0.258824,266,0.589049
253522,169221,458,255,0,0,0,0,0.0627451,0.266667,458,0.524876
254122,166581,572,0,255,0,1,0,0.0627451,0.254902,572,0.524876
254362,170151,172,0,255,0,1,0.00392157,0.0941176,0.258824,172,0.392699
254392,170151,172,255,0,0,0,0,0.0980392,0.258824,172,0.392699
254482,164031,91,255,0,0,0,0,0.270588,0.333333,91,0.59288
254722,170001,177,255,0,0,0,0,0.215686,0.266667,177,0.59288
255022,166881,709,0,255,0,1,0.407843,0.164706,0.262745,709,0.589049
255862,163671,269,255,0,0,0,0,0.0745098,0.27451,269,0.460703
255982,171141,900,0,255,0,1,0.0156863,0.129412,0.247059,900,0.460703
256162,164841,294,0,255,0,1,0,0.0431373,0.254902,294,0.524876
256852,171351,1000,0,255,0,1,0,0.0941176,0.243137,1000,0.392699
256972,171771,1035,0,255,0,1,0,0.0745098,0.243137,1035,0.524876
257872,161361,35,0,255,0,1,0,0.0627451,0.266667,35,0.460703
257902,161271,36,255,0,0,0,0,0.0705882,0.266667,36,0.59288
258232,170361,1455,0,255,0,1,0.00392157,0.0588235,0.25098,1455,0.524876
258802,170511,1456,255,0,0,0,0.00392157,0.0588235,0.235294,1456,0.328526
259102,161661,29,0,255,0,1,0,0.0588235,0.313725,29,0.589049
259342,160671,27,0,255,0,1,0.552941,0.0627451,0.290196,27,0.524876
259432,161781,26,0,255,0,1,0.00392157,0.0705882,0.290196,26,0.328526
260152,163161,445,255,0,0,0,0.572549,0.00392157,0.258824,445,0.392699
260302,161361,38,0,255,0,1,0.00392157,0.0705882,0.290196,38,0.460703
261352,161091,232,255,0,0,0,0.454902,0.0941176,0.239216,232,0.589049
262312,159411,259,0,255,0,1,0,0.0627451,0.266667,259,0.589049
262642,158421,27,0,255,0,1,0,0.0784314,0.254902,27,0.524876
262912,154791,190,0,255,0,1,0.00392157,0.0509804,0.270588,190,0.524876
263032,154971,188,255,0,0,0,0.00392157,0.0509804,0.270588,188,0.589049
266302,151821,114,0,255,0,1,0.12549,0.0588235,0.262745,114,0.460703
266452,170511,171,0,255,0,1,0,0.184314,0.247059,171,0.392699
266512,166371,176,255,0,0,0,0,0.0470588,0.243137,176,0.589049
266722,170211,180,255,0,0,0,0,0.027451,0.172549,180,0.589049
266752,166581,166,255,0,0,0,0.00392157,0.00784314,0.227451,166,0.392699
266812,167511,172,255,0,0,0,0,0.00784314,0.270588,172,0.392699
267112,153921,238,255,0,0,0,0.0156863,0.0509804,0.266667,238,0.589049
267262,165951,165,0,255,0,1,0.203922,0.0117647,0.266667,165,0.589049
267262,169011,165,255,0,0,0,0.45098,0.00784314,0.258824,165,0.589049
267382,171621,173,0,255,0,1,0,0.0156863,0.231373,173,0.59288
267502,171561,170,0,255,0,1,0,0.00784314,0.239216,170,0.524876
267892,168441,171,0,255,0,1,0,0.00392157,0.215686,171,0.524876
268282,171471,174,255,0,0,0,0.00392157,0.00784314,0.270588,174,0.589049
268582,170751,170,0,255,0,1,0,0.0352941,0.258824,170,0.589049
268642,171111,179,255,0,0,0,0,0.00784314,0.239216,179,0.524876
268672,158391,1706,0,255,0,1,0.0196078,0.054902,0.270588,1706,0.59288
269602,150381,463,255,0,0,0,0.00392157,0.0431373,0.25098,463,0.524876
269752,170181,31,255,0,0,0,0,0.0862745,0.231373,31,0.524876
270052,154731,756,0,255,0,1,0,0.184314,0.301961,756,0.528707
240172,173451,432,0,255,0,1,0,0.0745098,0.243137,432,0.392699
240382,176031,34,0,255,0,1,0.00392157,0.00784314,0.262745,34,0.524876
240712,176121,31,0,255,0,1,0.00784314,0.0431373,0.266667,31,0.39653
241222,170331,302,255,0,0,0,0,0.160784,0.247059,302,0.524876
241282,171771,86,0,255,0,1,0,0.0745098,0.282353,86,0.589049
241312,175131,27,255,0,0,0,0.00392157,0.105882,0.243137,27,0.460703
241732,171171,341,0,255,0,1,0.572549,0.0745098,0.290196,341,0.460703
241852,171021,351,255,0,0,0,0.321569,0.0745098,0.282353,351,0.589049
242182,175131,149,0,255,0,1,0.00392157,0.0509804,0.270588,149,0.132177
242302,170181,415,0,255,0,1,0,0.384314,0.27451,415,0.59288
242722,169431,366,0,255,0,1,0,0.0745098,0.282353,366,0.589049
242752,173721,438,0,255,0,1,0.588235,0.0745098,0.247059,438,0.460703
242812,170241,437,0,255,0,1,0.207843,0.054902,0.278431,437,0.59288
242842,170421,443,0,255,0,1,0.419608,0.168627,0.27451,443,0.59288
243352,173781,478,0,255,0,1,0.235294,0.054902,0.239216,478,0.328526
243442,172461,605,255,0,0,0,0,0.0666667,0.235294,605,0.589049
243442,175941,296,0,255,0,1,0.00392157,0.0980392,0.270588,296,0.392699
243472,175851,294,255,0,0,0,0.00392157,0.0980392,0.270588,294,0.392699
243592,174891,442,0,255,0,1,0.0352941,0.0980392,0.298039,442,0.524876
243922,179931,796,0,255,0,1,0.00392157,0.00784314,0.270588,796,0.460703
244522,175701,300,255,0,0,0,0,0.0784314,0.27451,300,0.589049
244522,179541,736,0,255,0,1,0.00392157,0.00784314,0.270588,736,0.19635
244552,172161,541,255,0,0,0,0,0.054902,0.278431,541,0.524876
244612,175971,299,255,0,0,0,0,0.105882,0.27451,299,0.589049
244702,172011,539,255,0,0,0,0,0.054902,0.301961,539,0.524876
244792,179631,773,255,0,0,0,0.00392157,0.00784314,0.270588,773,0.524876
245122,179931,785,255,0,0,0,0.00392157,0.00784314,0.270588,785,0.59288
245272,174381,730,255,0,0,0,0.00392157,0.054902,0.262745,730,0.524876
245362,174321,737,0,255,0,1,0.00392157,0.0509804,0.270588,737,0.460703
245482,168231,239,0,255,0,1,0,0.0627451,0.266667,239,0.589049
245542,176721,301,255,0,0,0,0.00392157,0.0705882,0.188235,301,0.589049
245992,175161,314,0,255,0,1,0.00392157,0.0941176,0.266667,314,0.524876
246202,170331,295,255,0,0,0,0,0.0862745,0.270588,295,0.589049
246322,170271,302,0,255,0,1,0.00392157,0.0705882,0.27451,302,0.524876
246532,175581,290,255,0,0,0,0,0.117647,0.239216,290,0.589049
246622,171861,869,255,0,0,0,0,0.0588235,0.313725,869,0.524876
247192,168891,273,0,255,0,1,0,0.0627451,0.254902,273,0.589049
247312,168831,269,255,0,0,0,0,0.0627451,0.254902,269,0.589049
248842,165021,164,255,0,0,0,0,0.101961,0.270588,164,0.524876
249772,165771,29,255,0,0,0,0.360784,0.054902,0.243137,29,0.524876
250852,168861,167,255,0,0,0,0,0.121569,0.2,167,0.524876
251752,170361,173,255,0,0,0,0,0.129412,0.25098,173,0.392699
252772,167631,221,255,0,0,0,0,0.0588235,0.27451,221,0.524876
256762,171351,993,255,0,0,0,0,0.0941176,0.243137,993,0.589049
257032,172071,1043,0,255,0,1,0,0.0745098,0.243137,1043,0.392699
257182,174801,1660,0,255,0,1,0,0.0588235,0.227451,1660,0.392699
257212,174411,1659,255,0,0,0,0.00392157,0.0588235,0.25098,1659,0.328526
257242,173991,1654,0,255,0,1,0,0.0588235,0.258824,1654,0.460703
257272,174681,1658,255,0,0,0,0.00392157,0.0588235,0.243137,1658,0.524876
257782,163551,271,0,255,0,1,0.027451,0.0705882,0.25098,271,0.328526
259012,161661,30,255,0,0,0,0,0.0509804,0.305882,30,0.589049
259372,162141,37,255,0,0,0,0,0.0745098,0.282353,37,0.524876
259402,159381,28,255,0,0,0,0,0.172549,0.270588,28,0.132177
260362,160491,36,255,0,0,0,0.00392157,0.0941176,0.258824,36,0.524876
260482,159231,156,255,0,0,0,0.00392157,0.0509804,0.247059,156,0.524876
261082,158811,23,0,255,0,1,0.419608,0.0588235,0.243137,23,0.392699
261142,158481,23,0,255,0,1,0.247059,0.0588235,0.380392,23,0.589049
261172,159951,226,255,0,0,0,0,0.247059,0.243137,226,0.524876
261292,158751,21,0,255,0,1,0.0156863,0.0588235,0.239216,21,0.524876
261772,157881,34,255,0,0,0,0.403922,0.0627451,0.380392,34,0.524876
261892,158541,36,0,255,0,1,0,0.0588235,0.290196,36,0.59288
261922,158571,32,0,255,0,1,0,0.0588235,0.290196,32,0.524876
262282,158241,30,255,0,0,0,0,0.0627451,0.266667,30,0.59288
262762,158631,31,255,0,0,0,0,0.0823529,0.258824,31,0.524876
263032,156501,128,255,0,0,0,0,0.0784314,0.286275,128,0.589049
264472,162291,653,255,0,0,0,0.0431373,0.243137,0.247059,653,0.589049
264742,157311,1204,0,255,0,1,0,0.0588235,0.25098,1204,0.59288
264772,158151,1255,0,255,0,1,0.00392157,0.0705882,0.172549,1255,0.589049
266122,170571,175,0,255,0,1,0,0.211765,0.243137,175,0.524876
266152,163971,1011,255,0,0,0,0,0.0627451,0.266667,1011,0.524876
266392,150561,69,0,255,0,1,0,0.0588235,0.290196,69,0.460703
266572,166251,170,0,255,0,1,0,0.0627451,0.262745,170,0.524876
266662,165951,173,255,0,0,0,0,0.0705882,0.219608,173,0.460703
266812,167541,172,0,255,0,1,0.00392157,0.00784314,0.262745,172,0.589049
267172,154221,259,0,255,0,1,0.0431373,0.0470588,0.258824,259,0.59288
267172,154731,287,255,0,0,0,0.00392157,0.0745098,0.262745,287,0.59288
267172,160491,1568,0,255,0,1,0,0.0588235,0.282353,1568,0.460703
267322,171591,178,0,255,0,1,0,0.027451,0.207843,178,0.524876
267652,172251,170,0,255,0,1,0.00392157,0.0196078,0.270588,170,0.460703
267742,160131,1543,255,0,0,0,0,0.0588235,0.282353,1543,0.460703
267742,160521,1553,255,0,0,0,0,0.0588235,0.282353,1553,0.524876
267832,171111,174,255,0,0,0,0,0.00784314,0.247059,174,0.589049
267982,171111,169,0,255,0,1,0.00392157,0.00784314,0.227451,169,0.328526
268072,171531,169,255,0,0,0,0.00392157,0.00784314,0.270588,169,0.392699
268252,172251,170,0,255,0,1,0.00392157,0.00784314,0.270588,170,0.524876
268972,172791,171,0,255,0,1,0,0.0156863,0.2,171,0.589049
269032,172941,167,255,0,0,0,0,0.00784314,0.176471,167,0.589049
266512,170751,170,0,255,0,1,0,0.180392,0.27451,170,0.524876
240172,170301,233,255,0,0,0,0.00784314,0.0666667,0.298039,233,0.392699
240352,171891,305,0,255,0,1,0.521569,0.054902,0.282353,305,0.589049
240982,175491,23,0,255,0,1,0.00392157,0.105882,0.243137,23,0.392699
241822,174321,131,255,0,0,0,0,0.0745098,0.243137,131,0.589049
242272,173721,433,0,255,0,1,0,0.0627451,0.266667,433,0.589049
242542,172611,472,255,0,0,0,0.415686,0.0627451,0.262745,472,0.524876
242692,172071,440,255,0,0,0,0,0.0666667,0.278431,440,0.460703
242722,170061,425,0,255,0,1,0.027451,0.0509804,0.278431,425,0.392699
243112,179331,756,255,0,0,0,0.00392157,0.00784314,0.270588,756,0.589049
243412,179781,795,255,0,0,0,0.00392157,0.00784314,0.270588,795,0.589049
243502,175911,297,0,255,0,1,0.00392157,0.0980392,0.270588,297,0.328526
243682,176091,298,255,0,0,0,0,0.0980392,0.258824,298,0.589049
244252,179571,788,0,255,0,1,0.00392157,0.00784314,0.270588,788,0.392699
244522,175761,299,0,255,0,1,0,0.0784314,0.27451,299,0.264353
245032,169101,464,0,255,0,1,0,0.0627451,0.266667,464,0.524876
245272,174141,721,255,0,0,0,0,0.0588235,0.282353,721,0.524876
246562,171651,859,255,0,0,0,0,0.0509804,0.258824,859,0.524876
246772,179661,1412,0,255,0,1,0,0.00392157,0.266667,1412,0.460703
246862,171621,904,255,0,0,0,0,0.0509804,0.223529,904,0.392699
246982,172491,307,0,255,0,1,0,0.0784314,0.223529,307,0.524876
247732,171951,300,255,0,0,0,0.00392157,0.0901961,0.184314,300,0.392699
247792,174531,1305,0,255,0,1,0,0.0588235,0.282353,1305,0.589049
247822,167121,573,255,0,0,0,0.356863,0.0941176,0.254902,573,0.59288
248392,175041,1316,255,0,0,0,0,0.0588235,0.27451,1316,0.59288
248812,176001,1214,255,0,0,0,0.00392157,0.0980392,0.270588,1214,0.524876
249232,176871,1266,0,255,0,1,0,0.0823529,0.266667,1266,0.59288
250492,168561,173,0,255,0,1,0.00392157,0.235294,0.227451,173,0.524876
250942,168171,168,0,255,0,1,0.462745,0.0784314,0.270588,168,0.59288
251542,170151,181,0,255,0,1,0,0.101961,0.2,181,0.59288
251872,166161,32,0,255,0,1,0.0196078,0.2,0.25098,32,0.524876
253702,168861,179,255,0,0,0,0,0.0745098,0.282353,179,0.589049
254782,169971,180,0,255,0,1,0,0.227451,0.270588,180,0.132177
255742,164001,275,255,0,0,0,0.6,0.0627451,0.266667,275,0.528707
256222,166491,825,255,0,0,0,0.231373,0.0862745,0.258824,825,0.524876
256432,164871,295,255,0,0,0,0,0.0431373,0.262745,295,0.524876
256762,174681,1662,0,255,0,1,0.376471,0.0823529,0.243137,1662,0.589049
256942,169041,1156,255,0,0,0,0,0.0941176,0.243137,1156,0.264353
257602,174471,1654,0,255,0,1,0.00392157,0.0588235,0.25098,1654,0.59288
257752,174681,1655,255,0,0,0,0.00392157,0.0588235,0.243137,1655,0.589049
257812,163551,271,255,0,0,0,0.00784314,0.0627451,0.247059,271,0.460703
257872,164511,338,0,255,0,1,0,0.0588235,0.27451,338,0.524876
258052,161001,28,255,0,0,0,0,0.0745098,0.282353,28,0.589049
258562,170211,1458,255,0,0,0,0,0.0588235,0.258824,1458,0.460703
259072,161571,32,0,255,0,1,0,0.0627451,0.298039,32,0.524876
259702,159321,55,0,255,0,1,0,0.262745,0.27451,55,0.392699
260152,161721,35,0,255,0,1,0.00392157,0.054902,0.262745,35,0.524876
260272,160671,33,255,0,0,0,0.247059,0.0941176,0.301961,33,0.524876
261202,160191,234,255,0,0,0,0.0117647,0.192157,0.25098,234,0.524876
261262,163671,1043,0,255,0,1,0,0.00392157,0.368627,1043,0.460703
261322,159531,213,0,255,0,1,0,0.0862745,0.247059,213,0.524876
261532,163071,1035,255,0,0,0,0.00392157,0.0117647,0.25098,1035,0.524876
261832,159591,251,255,0,0,0,0,0.0627451,0.266667,251,0.328526
262522,157851,27,255,0,0,0,0.439216,0.054902,0.294118,27,0.528707
262702,162381,429,255,0,0,0,0,0.0823529,0.258824,429,0.524876
263062,160701,441,255,0,0,0,0,0.0588235,0.290196,441,0.328526
265552,151161,31,255,0,0,0,0,0.12549,0.286275,31,0.589049
266032,150981,43,255,0,0,0,0,0.0588235,0.27451,43,0.589049
266482,164181,997,255,0,0,0,0.00392157,0.0627451,0.278431,997,0.589049
266572,166041,172,0,255,0,1,0.00392157,0.0588235,0.196078,172,0.392699
266602,163551,882,0,255,0,1,0,0.0627451,0.298039,882,0.59288
266842,170811,176,0,255,0,1,0,0.105882,0.133333,176,0.392699
266872,160641,1575,255,0,0,0,0,0.0627451,0.266667,1575,0.59288
267112,154521,259,255,0,0,0,0.00392157,0.0745098,0.262745,259,0.392699
267112,167331,164,255,0,0,0,0.278431,0.00784314,0.270588,164,0.392699
267232,167961,166,0,255,0,1,0.0117647,0.00784314,0.266667,166,0.589049
267262,159681,1541,0,255,0,1,0.0156863,0.054902,0.286275,1541,0.524876
267562,172131,163,0,255,0,1,0,0.0117647,0.258824,163,0.524876
267772,171081,172,0,255,0,1,0.00392157,0.00784314,0.262745,172,0.589049
267802,172101,168,0,255,0,1,0,0.00784314,0.270588,168,0.589049
267832,168381,169,255,0,0,0,0,0.00784314,0.231373,169,0.589049
268072,172191,174,0,255,0,1,0.00392157,0.00784314,0.270588,174,0.589049
268102,172161,174,255,0,0,0,0.00392157,0.00784314,0.270588,174,0.589049
268582,170901,177,255,0,0,0,0,0.0352941,0.278431,177,0.589049
268672,171741,169,255,0,0,0,0.0117647,0.00784314,0.266667,169,0.524876
268912,171561,170,255,0,0,0,0,0.00784314,0.247059,170,0.589049
258862,170511,1454,0,255,0,1,0,0.0705882,0.227451,1454,0.524876
250792,168261,165,255,0,0,0,0.0392157,0.160784,0.270588,165,0.524876
240352,174411,434,255,0,0,0,0,0.0588235,0.282353,434,0.132177
240472,173901,438,0,255,0,1,0.00392157,0.0509804,0.270588,438,0.524876
240952,179781,752,255,0,0,0,0.00392157,0.00784314,0.270588,752,0.589049
241162,170631,281,255,0,0,0,0,0.121569,0.294118,281,0.59288
241612,176631,167,255,0,0,0,0.592157,0.00784314,0.266667,167,0.392699
242242,171831,438,0,255,0,1,0.392157,0.105882,0.286275,438,0.59288
242302,172761,456,255,0,0,0,0,0.0705882,0.266667,456,0.328526
242542,171981,446,255,0,0,0,0.505882,0.0666667,0.294118,446,0.19635
242662,170721,439,0,255,0,1,0.0196078,0.117647,0.278431,439,0.524876
242752,176721,299,0,255,0,1,0,0.00784314,0.231373,299,0.589049
244222,179871,800,0,255,0,1,0.00392157,0.00784314,0.270588,800,0.589049
244372,176001,297,0,255,0,1,0,0.105882,0.27451,297,0.524876
245662,169911,294,0,255,0,1,0,0.0705882,0.266667,294,0.589049
245722,173931,756,255,0,0,0,0,0.105882,0.282353,756,0.589049
246832,172521,308,0,255,0,1,0,0.0784314,0.223529,308,0.589049
247642,173781,1097,0,255,0,1,0.270588,0.0509804,0.243137,1097,0.59288
247672,171471,314,0,255,0,1,0,0.0705882,0.219608,314,0.328526
248572,180021,1415,0,255,0,1,0,0.00392157,0.266667,1415,0.524876
249742,167661,175,255,0,0,0,0,0.156863,0.258824,175,0.589049
249922,167631,176,0,255,0,1,0,0.129412,0.266667,176,0.392699
250162,166911,165,255,0,0,0,0,0.0784314,0.27451,165,0.524876
250792,168951,167,0,255,0,1,0,0.184314,0.192157,167,0.589049
251122,165141,40,0,255,0,1,0,0.419608,0.34902,40,0.392699
251812,166161,31,0,255,0,1,0.00784314,0.203922,0.247059,31,0.392699
251842,168741,177,255,0,0,0,0.00392157,0.0745098,0.270588,177,0.524876
252232,166491,36,0,255,0,1,0.054902,0.0823529,0.247059,36,0.460703
252742,167631,224,255,0,0,0,0,0.0392157,0.278431,224,0.59288
256132,174951,1669,255,0,0,0,0.0352941,0.0941176,0.247059,1669,0.528707
256162,171651,995,0,255,0,1,0,0.113725,0.247059,995,0.524876
256192,164841,294,255,0,0,0,0,0.0431373,0.254902,294,0.524876
256612,174201,1633,0,255,0,1,0.0117647,0.0666667,0.258824,1633,0.328526
256822,166851,909,0,255,0,1,0,0.0431373,0.25098,909,0.524876
257632,175071,1655,0,255,0,1,0,0.0588235,0.227451,1655,0.524876
257812,163671,278,255,0,0,0,0,0.0588235,0.27451,278,0.524876
258172,169941,1463,255,0,0,0,0,0.0588235,0.258824,1463,0.328526
258262,161301,36,0,255,0,1,0,0.0627451,0.266667,36,0.589049
258532,160851,66,0,255,0,1,0,0.0431373,0.286275,66,0.392699
258532,161511,35,255,0,0,0,0,0.0431373,0.286275,35,0.528707
258922,159081,47,255,0,0,0,0.290196,0.0627451,0.396078,47,0.524876
259012,178221,1702,0,255,0,1,0.6,0.00392157,0.298039,1702,0.589049
259312,160731,26,0,255,0,1,0.337255,0.0627451,0.298039,26,0.589049
262492,158451,26,0,255,0,1,0,0.0627451,0.254902,26,0.524876
263062,160731,441,0,255,0,1,0,0.0666667,0.286275,441,0.59288
263242,158271,37,255,0,0,0,0,0.0901961,0.215686,37,0.589049
266062,170601,175,0,255,0,1,0,0.203922,0.219608,175,0.524876
266542,170361,170,255,0,0,0,0,0.14902,0.231373,170,0.589049
267112,165381,179,255,0,0,0,0.462745,0.0196078,0.223529,179,0.589049
267112,168831,169,255,0,0,0,0,0.00784314,0.207843,169,0.589049
267202,151311,161,255,0,0,0,0,0.0901961,0.286275,161,0.524876
267232,165801,165,255,0,0,0,0.0745098,0.0117647,0.258824,165,0.589049
267262,165861,166,0,255,0,1,0.0313725,0.0117647,0.270588,166,0.524876
267862,167481,172,255,0,0,0,0,0.00784314,0.231373,172,0.589049
267862,172011,166,255,0,0,0,0.00392157,0.00784314,0.270588,166,0.524876
268192,157011,1447,0,255,0,1,0.294118,0.0666667,0.262745,1447,0.460703
268342,159261,1749,0,255,0,1,0,0.0627451,0.266667,1749,0.524876
268342,159531,1746,0,255,0,1,0,0.0705882,0.266667,1746,0.589049
268432,170901,172,0,255,0,1,0.00392157,0.0313725,0.247059,172,0.524876
268492,172161,171,255,0,0,0,0.00392157,0.00784314,0.270588,171,0.589049
268642,171501,168,0,255,0,1,0,0.00784314,0.239216,168,0.589049
268732,158451,1710,0,255,0,1,0.490196,0.0862745,0.262745,1710,0.524876
268912,172071,168,0,255,0,1,0.00392157,0.00784314,0.270588,168,0.589049
269122,159141,1721,0,255,0,1,0.188235,0.0745098,0.254902,1721,0.328526
240712,176091,31,255,0,0,0,0.00784314,0.0431373,0.258824,31,0.328526
241012,175791,27,255,0,0,0,0,0.0470588,0.243137,27,0.59288
241222,175161,28,255,0,0,0,0,0.121569,0.243137,28,0.589049
241312,179211,737,255,0,0,0,0.00392157,0.00784314,0.270588,737,0.328526
241702,171081,340,0,255,0,1,0.262745,0.0705882,0.278431,340,0.589049
241732,174471,129,0,255,0,1,0.588235,0.0901961,0.25098,129,0.524876
